month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment,year,day,quarters,Time Period,Fare Evasion
12,Queens,1,Local,Q4,Peak,"2,610","3,793",68.81096757184%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q43,Off-Peak,606,746,81.23324396783%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q43,Peak,"1,243","1,680",73.9880952381%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q46,Off-Peak,"1,923","2,258",85.16386182462%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q46,Peak,"3,133","4,052",77.31984205331%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q5,Off-Peak,"2,596","3,434",75.59697146185%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q5,Peak,"3,133","4,800",65.27083333333%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q50,Off-Peak,"3,323","4,028",82.49751737835%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q50,Peak,"2,050","3,003",68.26506826507%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q50,Off-Peak,836,"1,006",83.1013916501%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q50,Peak,308,385,80%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q58,Off-Peak,"2,425","3,667",66.1303517862%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q58,Peak,"1,635","3,047",53.65933705284%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q58,Off-Peak,"1,197","1,779",67.2849915683%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q58,Peak,512,766,66.8407310705%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q6,Off-Peak,410,714,57.42296918768%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q6,Peak,813,"1,687",48.19205690575%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q65,Off-Peak,"1,079","1,612",66.93548387097%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q65,Peak,"2,459","4,103",59.93175725079%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q83,Off-Peak,553,926,59.7192224622%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q83,Peak,"1,565","2,353",66.51083722907%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q85,Off-Peak,"3,048","4,250",71.71764705882%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q85,Peak,"4,043","6,034",67.00364600597%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S81,Off-Peak,0,18,0%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S81,Peak,430,"1,022",42.07436399217%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S84,Off-Peak,48,125,38.4%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S84,Peak,297,496,59.87903225806%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S86,Peak,176,454,38.76651982379%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S89,Off-Peak,604,701,86.16262482168%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S89,Peak,"1,237","1,974",62.66464032421%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S90,Off-Peak,863,"1,182",73.01184433164%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S90,Peak,"1,043","1,564",66.68797953964%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S91,Off-Peak,432,618,69.90291262136%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S91,Peak,"1,271","2,092",60.7552581262%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S92,Off-Peak,242,276,87.68115942029%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S92,Peak,"1,035","1,839",56.28058727569%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S93,Off-Peak,"5,174","7,712",67.09024896266%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S93,Peak,"2,325","4,228",54.99053926206%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S94,Off-Peak,340,516,65.89147286822%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S94,Peak,772,"1,321",58.44057532173%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S96,Off-Peak,865,"1,699",50.91230135374%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S96,Peak,722,"2,031",35.548990645%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S98,Off-Peak,"1,003","1,628",61.60933660934%,2022,01,Q4,2022-Q4,38.8%
12,Staten Island,1,Local,S98,Peak,"1,171","2,530",46.28458498024%,2022,01,Q4,2022-Q4,38.8%
01,Bronx,1,Local,BX1,Off-Peak,"7,142","9,604",74.36484798001%,2023,01,Q1,2023-Q1,40.4%
01,Bronx,1,Local,BX1,Peak,"4,153","6,856",60.57467911319%,2023,01,Q1,2023-Q1,40.4%
01,Bronx,2,Local,BX1,Off-Peak,"1,312","1,781",73.6664795059%,2023,01,Q1,2023-Q1,40.4%
01,Bronx,2,Local,BX1,Peak,594,987,60.18237082067%,2023,01,Q1,2023-Q1,40.4%
01,Bronx,1,Local,BX15,Off-Peak,"3,726","6,205",60.04834810637%,2023,01,Q1,2023-Q1,40.4%
01,Bronx,1,Local,BX15,Peak,"2,118","4,136",51.20889748549%,2023,01,Q1,2023-Q1,40.4%
01,Bronx,2,Local,BX15,Off-Peak,236,276,85.50724637681%,2023,01,Q1,2023-Q1,40.4%
01,Bronx,2,Local,BX15,Peak,138,189,73.01587301587%,2023,01,Q1,2023-Q1,40.4%
01,Bronx,1,Local,BX36,Off-Peak,952,"1,464",65.02732240437%,2023,01,Q1,2023-Q1,40.4%
01,Bronx,1,Local,BX36,Peak,"1,997","3,328",60.00600961538%,2023,01,Q1,2023-Q1,40.4%
01,Bronx,2,Local,BX36,Off-Peak,48,57,84.21052631579%,2023,01,Q1,2023-Q1,40.4%
01,Bronx,2,Local,BX36,Peak,82,117,70.08547008547%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B103,Off-Peak,"7,710","10,065",76.60208643815%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B103,Peak,"3,576","5,645",63.34809565988%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B103,Off-Peak,"3,074","4,127",74.48509813424%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B103,Peak,"1,143","1,601",71.39287945034%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B35,Off-Peak,"3,283","4,712",69.67317487267%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B35,Peak,"1,726","2,762",62.49094858798%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B35,Off-Peak,"1,126","1,587",70.95148078135%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B35,Peak,567,856,66.23831775701%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B38,Off-Peak,"5,530","9,854",56.11934239903%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B38,Peak,"3,567","6,482",55.02931194076%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B38,Off-Peak,248,400,62%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B38,Peak,175,251,69.72111553785%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B41,Off-Peak,"8,527","12,297",69.34211596324%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B41,Peak,"4,445","7,433",59.80088793219%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B41,Off-Peak,"2,929","4,313",67.91096684442%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B41,Peak,"1,384","2,044",67.71037181996%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B49,Off-Peak,95,133,71.42857142857%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B49,Peak,359,604,59.43708609272%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B49,Off-Peak,2,4,50%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B49,Peak,11,21,52.38095238095%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B6,Off-Peak,"16,016","24,921",64.26708398539%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,1,Local,B6,Peak,"7,290","11,779",61.88980388828%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B6,Off-Peak,"3,383","4,849",69.76696226026%,2023,01,Q1,2023-Q1,40.4%
01,Brooklyn,2,Local,B6,Peak,"1,486","2,186",67.978042086%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M1,Off-Peak,58,71,81.69014084507%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M1,Peak,"1,132","1,576",71.82741116751%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M101,Off-Peak,"13,842","21,301",64.98286465424%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M101,Peak,"6,301","11,298",55.77093290848%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,2,Local,M101,Off-Peak,"3,534","4,902",72.09302325581%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,2,Local,M101,Peak,"1,864","2,707",68.85851496121%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M2,Off-Peak,"6,372","7,749",82.22996515679%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M2,Peak,"3,697","5,378",68.74302714764%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,2,Local,M2,Off-Peak,"2,101","2,661",78.95527996994%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,2,Local,M2,Peak,"1,016","1,375",73.89090909091%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M4,Off-Peak,203,226,89.82300884956%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M4,Peak,"1,364","1,688",80.80568720379%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M5,Off-Peak,"6,254","8,205",76.22181596587%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M5,Peak,"3,837","5,641",68.0198546357%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,2,Local,M5,Off-Peak,322,388,82.98969072165%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,2,Local,M5,Peak,187,254,73.62204724409%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M98,Off-Peak,269,299,89.96655518395%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,1,Local,M98,Peak,436,616,70.77922077922%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,2,Local,M98,Off-Peak,11,14,78.57142857143%,2023,01,Q1,2023-Q1,40.4%
01,Manhattan,2,Local,M98,Peak,26,30,86.66666666667%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q10,Off-Peak,"3,304","4,198",78.70414483087%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q10,Peak,"1,654","2,420",68.34710743802%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q10,Off-Peak,"1,900","2,187",86.87700045725%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q10,Peak,977,"1,120",87.23214285714%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q100,Off-Peak,"3,670","4,191",87.56859937962%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q100,Peak,"1,372","1,792",76.5625%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q100,Off-Peak,"2,259","2,458",91.90398698129%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q100,Peak,800,859,93.13154831199%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q113,Off-Peak,"3,824","5,359",71.35659637992%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q113,Peak,"2,203","3,799",57.98894445907%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q113,Off-Peak,"1,720","2,080",82.69230769231%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q113,Peak,794,970,81.85567010309%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q114,Off-Peak,"3,871","11,043",35.05388028615%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q114,Peak,"2,275","3,726",61.05743424584%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q114,Off-Peak,"1,596","4,919",32.44561902826%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q114,Peak,748,"1,370",54.59854014599%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q17,Off-Peak,714,993,71.90332326284%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q17,Peak,833,"1,388",60.0144092219%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q25,Off-Peak,"2,030","3,063",66.27489389487%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q25,Peak,"3,316","5,421",61.16952591773%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q27,Off-Peak,"3,075","3,629",84.73408652521%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q27,Peak,"3,805","5,377",70.76436674726%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q36,Off-Peak,"1,531","1,819",84.16712479384%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q36,Peak,"4,028","5,548",72.60273972603%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q4,Off-Peak,"2,077","2,440",85.12295081967%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q4,Peak,"3,248","4,526",71.76314626602%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q43,Off-Peak,750,853,87.92497069168%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q43,Peak,"1,535","1,977",77.64289327264%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q46,Off-Peak,"2,304","2,609",88.30969720199%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q46,Peak,"3,864","4,738",81.55339805825%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q5,Off-Peak,"3,299","4,203",78.49155365215%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q5,Peak,"3,889","5,637",68.99059783573%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q50,Off-Peak,"3,310","3,855",85.86251621271%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q50,Peak,"1,922","2,872",66.92200557103%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q50,Off-Peak,982,"1,132",86.74911660777%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q50,Peak,420,478,87.86610878661%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q58,Off-Peak,"2,414","3,410",70.7917888563%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q58,Peak,"1,666","2,877",57.90754257908%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q58,Off-Peak,"1,342","1,827",73.45374931582%,2023,01,Q1,2023-Q1,40.4%
01,Queens,2,Local,Q58,Peak,556,817,68.05385556916%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q6,Off-Peak,419,693,60.46176046176%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q6,Peak,765,"1,583",48.32596336071%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q65,Off-Peak,"1,055","1,606",65.69115815691%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q65,Peak,"2,427","4,068",59.66076696165%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q83,Off-Peak,367,"1,006",36.48111332008%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q83,Peak,895,"2,371",37.74778574441%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q85,Off-Peak,"3,730","5,258",70.93952073032%,2023,01,Q1,2023-Q1,40.4%
01,Queens,1,Local,Q85,Peak,"4,661","7,175",64.96167247387%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S81,Off-Peak,0,18,0%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S81,Peak,407,923,44.09534127844%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S84,Off-Peak,84,152,55.26315789474%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S84,Peak,329,477,68.97274633124%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S86,Peak,271,440,61.59090909091%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S89,Off-Peak,510,645,79.06976744186%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S89,Peak,"1,198","1,686",71.05575326216%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,2,Local,S89,Off-Peak,25,37,67.56756756757%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,2,Local,S89,Peak,68,99,68.68686868687%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S90,Off-Peak,862,"1,154",74.69670710572%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S90,Peak,"1,060","1,557",68.07964033398%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,2,Local,S90,Off-Peak,39,58,67.24137931034%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,2,Local,S90,Peak,50,66,75.75757575758%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S91,Off-Peak,384,567,67.72486772487%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S91,Peak,"1,150","1,905",60.36745406824%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S92,Off-Peak,201,266,75.56390977444%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S92,Peak,"1,020","1,676",60.85918854415%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S93,Off-Peak,"5,460","7,626",71.59716758458%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S93,Peak,"2,495","4,227",59.02531346108%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,2,Local,S93,Off-Peak,142,155,91.61290322581%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,2,Local,S93,Peak,43,58,74.13793103448%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S94,Off-Peak,319,490,65.10204081633%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S94,Peak,747,"1,183",63.14454775993%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S96,Off-Peak,732,"1,790",40.8938547486%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S96,Peak,663,"1,965",33.74045801527%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S98,Off-Peak,991,"1,655",59.87915407855%,2023,01,Q1,2023-Q1,40.4%
01,Staten Island,1,Local,S98,Peak,"1,070","2,436",43.92446633826%,2023,01,Q1,2023-Q1,40.4%
02,Bronx,1,Local,BX1,Off-Peak,"6,655","9,052",73.51966416262%,2023,01,Q1,2023-Q1,40.4%
02,Bronx,1,Local,BX1,Peak,"3,887","6,470",60.0772797527%,2023,01,Q1,2023-Q1,40.4%
02,Bronx,2,Local,BX1,Off-Peak,"1,028","1,429",71.93841847446%,2023,01,Q1,2023-Q1,40.4%
02,Bronx,2,Local,BX1,Peak,453,694,65.27377521614%,2023,01,Q1,2023-Q1,40.4%
02,Bronx,1,Local,BX15,Off-Peak,"3,493","5,924",58.9635381499%,2023,01,Q1,2023-Q1,40.4%
02,Bronx,1,Local,BX15,Peak,"1,876","3,945",47.55386565272%,2023,01,Q1,2023-Q1,40.4%
02,Bronx,1,Local,BX36,Off-Peak,880,"1,346",65.37890044577%,2023,01,Q1,2023-Q1,40.4%
02,Bronx,1,Local,BX36,Peak,"1,848","3,108",59.45945945946%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B103,Off-Peak,"7,252","9,837",73.72166310867%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B103,Peak,"3,140","5,429",57.83753914165%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,2,Local,B103,Off-Peak,"2,646","3,394",77.96110783736%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,2,Local,B103,Peak,953,"1,227",77.66911165444%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B35,Off-Peak,"3,004","4,507",66.65187486133%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B35,Peak,"1,549","2,596",59.6687211094%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,2,Local,B35,Off-Peak,875,"1,296",67.51543209877%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,2,Local,B35,Peak,426,672,63.39285714286%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B38,Off-Peak,"5,099","9,047",56.36122471538%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B38,Peak,"3,360","5,956",56.41370047011%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B41,Off-Peak,"8,400","11,766",71.39214686384%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B41,Peak,"4,491","7,094",63.30702001692%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,2,Local,B41,Off-Peak,"2,265","3,589",63.10950125383%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,2,Local,B41,Peak,"1,030","1,614",63.8166047088%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B49,Off-Peak,77,119,64.70588235294%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B49,Peak,298,564,52.83687943262%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B6,Off-Peak,"14,481","23,156",62.5367075488%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,1,Local,B6,Peak,"6,361","11,172",56.93698532044%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,2,Local,B6,Off-Peak,"2,758","3,923",70.30333928116%,2023,01,Q1,2023-Q1,40.4%
02,Brooklyn,2,Local,B6,Peak,"1,233","1,701",72.48677248677%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M1,Off-Peak,60,71,84.50704225352%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M1,Peak,"1,200","1,654",72.55139056832%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M101,Off-Peak,"14,575","20,872",69.83039478727%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M101,Peak,"6,704","10,934",61.31333455277%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,2,Local,M101,Off-Peak,"2,603","3,697",70.40843927509%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,2,Local,M101,Peak,"1,359","2,067",65.74746008708%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M2,Off-Peak,"5,991","7,259",82.53202920512%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M2,Peak,"3,670","5,009",73.2681173887%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,2,Local,M2,Off-Peak,"1,610","2,194",73.38195077484%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,2,Local,M2,Peak,737,"1,096",67.24452554745%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M4,Off-Peak,188,227,82.81938325991%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M4,Peak,"1,291","1,608",80.28606965174%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M5,Off-Peak,"5,889","7,766",75.83054339428%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M5,Peak,"3,652","5,372",67.98212956069%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M98,Off-Peak,241,270,89.25925925926%,2023,01,Q1,2023-Q1,40.4%
02,Manhattan,1,Local,M98,Peak,413,562,73.48754448399%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q10,Off-Peak,"3,402","4,158",81.81818181818%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q10,Peak,"1,636","2,326",70.33533963887%,2023,01,Q1,2023-Q1,40.4%
02,Queens,2,Local,Q10,Off-Peak,"1,605","1,839",87.27569331158%,2023,01,Q1,2023-Q1,40.4%
02,Queens,2,Local,Q10,Peak,832,946,87.94926004228%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q100,Off-Peak,"3,070","3,590",85.51532033426%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q100,Peak,"1,109","1,548",71.64082687339%,2023,01,Q1,2023-Q1,40.4%
02,Queens,2,Local,Q100,Off-Peak,"1,719","1,915",89.76501305483%,2023,01,Q1,2023-Q1,40.4%
02,Queens,2,Local,Q100,Peak,600,676,88.7573964497%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q113,Off-Peak,"3,632","4,945",73.44792719919%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q113,Peak,"2,021","3,572",56.57894736842%,2023,01,Q1,2023-Q1,40.4%
02,Queens,2,Local,Q113,Off-Peak,"1,348","1,571",85.80521960535%,2023,01,Q1,2023-Q1,40.4%
02,Queens,2,Local,Q113,Peak,634,764,82.98429319372%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q114,Off-Peak,"3,645","10,445",34.89707994256%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q114,Peak,"2,165","3,571",60.62727527303%,2023,01,Q1,2023-Q1,40.4%
02,Queens,2,Local,Q114,Off-Peak,"1,365","3,693",36.96181965881%,2023,01,Q1,2023-Q1,40.4%
02,Queens,2,Local,Q114,Peak,687,"1,074",63.96648044693%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q17,Off-Peak,650,887,73.28072153326%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q17,Peak,790,"1,262",62.59904912837%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q25,Off-Peak,"1,851","2,890",64.04844290657%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q25,Peak,"3,164","5,154",61.38921226232%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q27,Off-Peak,"2,677","3,449",77.6167004929%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q27,Peak,"3,509","5,004",70.1239008793%,2023,01,Q1,2023-Q1,40.4%
02,Queens,1,Local,Q36,Off-Peak,"1,410","1,653",85.29945553539%,2023,01,Q1,2023-Q1,40.4%
