month,borough,day_type,trip_type,route_id,period,number_of_trips_passing_wait,number_of_scheduled_trips,wait_assessment,year,day,quarters,Time Period,Fare Evasion
10,Staten Island,1,Local,S96,Off-Peak,755,"1,444",52.28531855956%,2022,01,Q4,2022-Q4,38.8%
10,Staten Island,1,Local,S96,Peak,792,"1,957",40.4701073071%,2022,01,Q4,2022-Q4,38.8%
10,Staten Island,1,Local,S98,Off-Peak,"1,065","1,550",68.70967741935%,2022,01,Q4,2022-Q4,38.8%
10,Staten Island,1,Local,S98,Peak,"1,158","2,352",49.23469387755%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,1,Local,BX1,Off-Peak,"6,879","9,244",74.41583729987%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,1,Local,BX1,Peak,"4,127","6,799",60.70010295632%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,2,Local,BX1,Off-Peak,"1,018","1,552",65.59278350515%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,2,Local,BX1,Peak,524,876,59.81735159817%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,1,Local,BX15,Off-Peak,"3,652","6,227",58.64782399229%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,1,Local,BX15,Peak,"2,049","4,160",49.25480769231%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,2,Local,BX15,Off-Peak,209,323,64.70588235294%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,2,Local,BX15,Peak,129,220,58.63636363636%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,1,Local,BX36,Off-Peak,"1,003","1,473",68.09232858113%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,1,Local,BX36,Peak,"1,999","3,308",60.4292623942%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,2,Local,BX36,Off-Peak,61,78,78.20512820513%,2022,01,Q4,2022-Q4,38.8%
11,Bronx,2,Local,BX36,Peak,128,177,72.31638418079%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B103,Off-Peak,"7,329","10,164",72.10743801653%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B103,Peak,"3,381","5,596",60.41815582559%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,2,Local,B103,Off-Peak,"2,887","3,795",76.07378129117%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,2,Local,B103,Peak,"1,065","1,463",72.7956254272%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B35,Off-Peak,"3,067","4,550",67.40659340659%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B35,Peak,"1,490","2,675",55.70093457944%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,2,Local,B35,Off-Peak,849,"1,410",60.21276595745%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,2,Local,B35,Peak,422,756,55.82010582011%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B38,Off-Peak,"5,543","9,727",56.98570987972%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B38,Peak,"3,457","6,521",53.01334151204%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,2,Local,B38,Off-Peak,334,501,66.66666666667%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,2,Local,B38,Peak,180,339,53.09734513274%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B41,Off-Peak,"8,374","12,062",69.42463936329%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B41,Peak,"4,228","7,164",59.01730876605%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,2,Local,B41,Off-Peak,"2,643","4,152",63.65606936416%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,2,Local,B41,Peak,"1,313","2,082",63.06436119116%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B49,Off-Peak,104,126,82.53968253968%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B49,Peak,382,602,63.45514950166%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,2,Local,B49,Peak,14,15,93.33333333333%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B6,Off-Peak,"14,124","24,103",58.59851470771%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,1,Local,B6,Peak,"6,435","11,650",55.23605150215%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,2,Local,B6,Off-Peak,"2,469","4,102",60.19015114578%,2022,01,Q4,2022-Q4,38.8%
11,Brooklyn,2,Local,B6,Peak,"1,184","1,895",62.48021108179%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M1,Off-Peak,58,70,82.85714285714%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M1,Peak,"1,171","1,651",70.92671108419%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M1,Off-Peak,1,4,25%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M1,Peak,38,78,48.71794871795%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M101,Off-Peak,"12,243","21,005",58.28612235182%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M101,Peak,"5,548","11,139",49.80698446898%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M101,Off-Peak,"2,963","4,599",64.42704935856%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M101,Peak,"1,524","2,576",59.16149068323%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M2,Off-Peak,"5,994","7,717",77.67267072697%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M2,Peak,"3,716","5,371",69.18637125303%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M2,Off-Peak,"1,616","2,536",63.72239747634%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M2,Peak,785,"1,350",58.14814814815%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M4,Off-Peak,186,218,85.32110091743%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M4,Peak,"1,272","1,559",81.59076330981%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M4,Off-Peak,6,6,100%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M4,Peak,65,82,79.26829268293%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M5,Off-Peak,"5,682","8,062",70.47878938229%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M5,Peak,"3,434","5,515",62.26654578422%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M5,Off-Peak,177,425,41.64705882353%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M5,Peak,157,290,54.13793103448%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M98,Off-Peak,244,291,83.84879725086%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,1,Local,M98,Peak,409,600,68.16666666667%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M98,Off-Peak,12,15,80%,2022,01,Q4,2022-Q4,38.8%
11,Manhattan,2,Local,M98,Peak,17,27,62.96296296296%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q10,Off-Peak,"3,480","4,283",81.25145925753%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q10,Peak,"1,726","2,380",72.52100840336%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q10,Off-Peak,"1,816","2,027",89.5905278737%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q10,Peak,918,"1,074",85.4748603352%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q100,Off-Peak,"3,413","3,984",85.66767068273%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q100,Peak,"1,231","1,688",72.92654028436%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q100,Off-Peak,"1,846","2,146",86.02050326188%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q100,Peak,678,763,88.85976408912%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q113,Off-Peak,"3,881","5,391",71.99035429419%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q113,Peak,"2,045","3,939",51.91673013455%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q113,Off-Peak,"1,451","1,772",81.8848758465%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q113,Peak,684,827,82.70858524788%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q114,Off-Peak,"5,292","12,285",43.07692307692%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q114,Peak,"1,797","4,031",44.57950880675%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q114,Off-Peak,"2,706","4,911",55.10079413561%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q114,Peak,"1,012","1,366",74.08491947291%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q17,Off-Peak,624,908,68.72246696035%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q17,Peak,742,"1,256",59.07643312102%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q17,Off-Peak,30,69,43.47826086957%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q17,Peak,48,77,62.33766233766%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q25,Off-Peak,"1,820","2,979",61.09432695535%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q25,Peak,"2,810","5,107",55.02251811239%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q25,Off-Peak,131,168,77.97619047619%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q25,Peak,194,274,70.80291970803%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q27,Off-Peak,"2,781","3,573",77.83375314861%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q27,Peak,"3,437","5,097",67.43182264077%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q27,Off-Peak,126,170,74.11764705882%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q27,Peak,200,245,81.63265306122%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q36,Off-Peak,"1,356","1,731",78.33622183709%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q36,Peak,"3,647","5,362",68.01566579634%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q36,Off-Peak,83,94,88.29787234043%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q36,Peak,244,286,85.31468531469%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q4,Off-Peak,"1,684","2,288",73.6013986014%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q4,Peak,"2,756","4,287",64.28738045253%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q4,Off-Peak,84,125,67.2%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q4,Peak,178,235,75.74468085106%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q43,Off-Peak,669,829,80.69963811821%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q43,Peak,"1,378","1,872",73.61111111111%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q43,Off-Peak,41,43,95.3488372093%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q43,Peak,76,100,76%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q46,Off-Peak,"2,152","2,504",85.94249201278%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q46,Peak,"3,311","4,496",73.64323843416%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q46,Off-Peak,118,132,89.39393939394%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q46,Peak,197,234,84.18803418803%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q5,Off-Peak,"2,799","3,972",70.46827794562%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q5,Peak,"3,564","5,320",66.99248120301%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q5,Off-Peak,159,210,75.71428571429%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q5,Peak,201,295,68.13559322034%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q50,Off-Peak,"2,998","3,633",82.52133223231%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q50,Peak,"1,905","2,712",70.24336283186%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q50,Off-Peak,904,"1,036",87.25868725869%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q50,Peak,370,467,79.22912205567%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q58,Off-Peak,"2,386","3,437",69.42100669188%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q58,Peak,"1,600","2,892",55.32503457815%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q58,Off-Peak,"1,136","1,599",71.04440275172%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q58,Peak,505,718,70.33426183844%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q6,Off-Peak,446,665,67.06766917293%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q6,Peak,788,"1,578",49.93662864385%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q6,Off-Peak,21,30,70%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q6,Peak,55,75,73.33333333333%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q65,Off-Peak,978,"1,513",64.63978849967%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q65,Peak,"2,156","3,876",55.62435500516%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q65,Off-Peak,60,95,63.15789473684%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q65,Peak,120,261,45.97701149425%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q83,Off-Peak,611,953,64.11332633788%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q83,Peak,"1,724","2,569",67.10782405605%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q83,Off-Peak,24,50,48%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q83,Peak,105,137,76.64233576642%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q85,Off-Peak,"3,535","4,893",72.2460658083%,2022,01,Q4,2022-Q4,38.8%
11,Queens,1,Local,Q85,Peak,"4,529","6,707",67.52646488743%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q85,Off-Peak,199,293,67.9180887372%,2022,01,Q4,2022-Q4,38.8%
11,Queens,2,Local,Q85,Peak,305,373,81.76943699732%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S81,Peak,408,907,44.98346196251%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S81,Peak,39,48,81.25%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S84,Off-Peak,58,140,41.42857142857%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S84,Peak,288,462,62.33766233766%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S84,Off-Peak,0,2,0%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S84,Peak,4,14,28.57142857143%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S86,Peak,214,454,47.13656387665%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S86,Peak,16,24,66.66666666667%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S89,Off-Peak,554,709,78.13822284908%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S89,Peak,"1,263","1,815",69.5867768595%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S89,Off-Peak,16,27,59.25925925926%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S89,Peak,41,73,56.16438356164%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S90,Off-Peak,759,"1,073",70.73625349487%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S90,Peak,"1,060","1,474",71.9131614654%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S90,Off-Peak,43,52,82.69230769231%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S90,Peak,47,80,58.75%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S91,Off-Peak,407,535,76.07476635514%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S91,Peak,"1,084","1,714",63.243873979%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S91,Off-Peak,20,22,90.90909090909%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S91,Peak,65,85,76.47058823529%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S92,Off-Peak,219,244,89.75409836066%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S92,Peak,956,"1,573",60.77558804832%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S92,Off-Peak,5,19,26.31578947368%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S92,Peak,28,77,36.36363636364%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S93,Off-Peak,"5,000","7,241",69.05123601712%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S93,Peak,"2,232","3,869",57.68932540708%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S93,Off-Peak,248,347,71.46974063401%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S93,Peak,131,195,67.17948717949%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S94,Off-Peak,268,414,64.73429951691%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S94,Peak,633,"1,129",56.06731620903%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S94,Off-Peak,8,18,44.44444444444%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S94,Peak,30,82,36.58536585366%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S96,Off-Peak,704,"1,546",45.53686934023%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S96,Peak,661,"1,899",34.80779357557%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S96,Off-Peak,39,65,60%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S96,Peak,51,104,49.03846153846%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S98,Off-Peak,966,"1,490",64.8322147651%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,1,Local,S98,Peak,"1,056","2,115",49.92907801418%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S98,Off-Peak,49,74,66.21621621622%,2022,01,Q4,2022-Q4,38.8%
11,Staten Island,2,Local,S98,Peak,52,99,52.52525252525%,2022,01,Q4,2022-Q4,38.8%
12,Bronx,1,Local,BX1,Off-Peak,"7,183","9,477",75.79402764588%,2022,01,Q4,2022-Q4,38.8%
12,Bronx,1,Local,BX1,Peak,"4,320","6,984",61.85567010309%,2022,01,Q4,2022-Q4,38.8%
12,Bronx,2,Local,BX1,Off-Peak,"1,160","1,626",71.34071340713%,2022,01,Q4,2022-Q4,38.8%
12,Bronx,2,Local,BX1,Peak,457,833,54.86194477791%,2022,01,Q4,2022-Q4,38.8%
12,Bronx,1,Local,BX15,Off-Peak,"3,748","6,422",58.36188103395%,2022,01,Q4,2022-Q4,38.8%
12,Bronx,1,Local,BX15,Peak,"2,074","4,174",49.68854815525%,2022,01,Q4,2022-Q4,38.8%
12,Bronx,1,Local,BX36,Off-Peak,950,"1,551",61.25080593166%,2022,01,Q4,2022-Q4,38.8%
12,Bronx,1,Local,BX36,Peak,"1,903","3,396",56.03651354535%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B103,Off-Peak,"7,534","10,695",70.44413277232%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B103,Peak,"3,457","5,850",59.09401709402%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,2,Local,B103,Off-Peak,"2,498","3,534",70.68477645727%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,2,Local,B103,Peak,872,"1,294",67.38794435858%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B35,Off-Peak,"3,183","4,903",64.91943707934%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B35,Peak,"1,564","2,826",55.3432413305%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,2,Local,B35,Off-Peak,956,"1,538",62.15864759428%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,2,Local,B35,Peak,431,757,56.93527080581%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B38,Off-Peak,"5,635","9,720",57.97325102881%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B38,Peak,"3,444","6,499",52.99276811817%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B41,Off-Peak,"8,888","12,742",69.753570868%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B41,Peak,"4,608","7,579",60.79957778071%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,2,Local,B41,Off-Peak,"2,314","4,031",57.40511039444%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,2,Local,B41,Peak,"1,055","1,821",57.93520043932%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B49,Off-Peak,108,125,86.4%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B49,Peak,416,569,73.11072056239%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B6,Off-Peak,"14,914","25,402",58.71191244784%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,1,Local,B6,Peak,"6,649","11,944",55.66811788346%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,2,Local,B6,Off-Peak,"2,841","4,700",60.44680851064%,2022,01,Q4,2022-Q4,38.8%
12,Brooklyn,2,Local,B6,Peak,"1,282","2,043",62.75085658346%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M1,Off-Peak,50,67,74.62686567164%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M1,Peak,994,"1,513",65.69729015202%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M101,Off-Peak,"12,829","20,996",61.10211468851%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M101,Peak,"5,901","11,179",52.78647463995%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,2,Local,M101,Off-Peak,"2,918","4,391",66.45411068094%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,2,Local,M101,Peak,"1,293","2,485",52.03219315895%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M2,Off-Peak,"6,060","7,745",78.24402840542%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M2,Peak,"3,628","5,408",67.08579881657%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,2,Local,M2,Off-Peak,"1,753","2,469",71.00040502228%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,2,Local,M2,Peak,736,"1,219",60.37735849057%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M4,Off-Peak,180,201,89.55223880597%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M4,Peak,"1,180","1,435",82.22996515679%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M5,Off-Peak,"5,703","8,331",68.45516744689%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M5,Peak,"3,359","5,660",59.34628975265%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M98,Off-Peak,248,298,83.22147651007%,2022,01,Q4,2022-Q4,38.8%
12,Manhattan,1,Local,M98,Peak,462,633,72.98578199052%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q10,Off-Peak,"3,690","4,433",83.23934130386%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q10,Peak,"1,807","2,558",70.64112587959%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q10,Off-Peak,"1,688","1,957",86.25447112928%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q10,Peak,911,"1,065",85.53990610329%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q100,Off-Peak,"3,909","4,427",88.29907386492%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q100,Peak,"1,447","1,904",75.99789915966%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q100,Off-Peak,"1,975","2,234",88.40644583706%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q100,Peak,714,793,90.03783102144%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q113,Off-Peak,"4,340","5,703",76.10029808873%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q113,Peak,"2,247","4,090",54.93887530562%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q113,Off-Peak,"1,510","1,882",80.23379383634%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q113,Peak,706,852,82.86384976526%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q114,Off-Peak,"5,800","12,815",45.25946156847%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q114,Peak,"2,109","4,154",50.77034183919%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q114,Off-Peak,"2,820","4,712",59.84719864177%,2022,01,Q4,2022-Q4,38.8%
12,Queens,2,Local,Q114,Peak,977,"1,292",75.61919504644%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q17,Off-Peak,577,827,69.77025392987%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q17,Peak,711,"1,126",63.14387211368%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q25,Off-Peak,"2,014","3,118",64.59268762027%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q25,Peak,"3,185","5,639",56.48164568186%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q27,Off-Peak,"2,564","3,192",80.32581453634%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q27,Peak,"3,002","4,547",66.02155267209%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q36,Off-Peak,"1,345","1,593",84.43188951664%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q36,Peak,"3,237","4,822",67.12982165077%,2022,01,Q4,2022-Q4,38.8%
12,Queens,1,Local,Q4,Off-Peak,"1,625","2,075",78.31325301205%,2022,01,Q4,2022-Q4,38.8%
